===================
loc       16
===================
===================
===================
        2         0           0           0    1.000000    0.000000   
        2         0           0           1    1.000000    0.000000   
        2         0           0           2    1.000000    0.000000   
        2         0           0           3    1.000000    0.000000   
        2         1           0           0    1.000000    0.000000   
        2         1           0           1    1.000000    0.000000   
        2         1           0           2    1.000000    0.000000   
        2         1           0           3    1.000000    0.000000   
        2         2           0           0    1.000000    0.000000   
        2         2           0           1    1.000000    0.000000   
        2         2           0           2    1.000000    0.000000   
        2         2           0           3    1.000000    0.000000   
        2         3           0           0    1.000000    0.000000   
        2         3           0           1    1.000000    0.000000   
        2         3           0           2    1.000000    0.000000   
        2         3           0           3    1.000000    0.000000   
